order_id,customer_id,order_date,status,total_amount
1140,925,2025-07-22,pending,3122.6400000000003
1141,333,2025-06-27,pending,2399.34
1142,783,2025-07-15,cancelled,5038.98
1143,846,2025-07-12,cancelled,1005.33
1144,624,2025-07-26,completed,1031.06
1145,559,2025-06-25,completed,1064.88
1146,785,2025-07-19,cancelled,4100.2
1147,369,2025-08-04,pending,443.78
1148,983,2025-07-10,pending,4192.0
1149,744,2025-09-05,completed,427.46
1150,611,2025-07-31,completed,354.45
1151,139,2025-07-01,pending,4269.54
1152,308,2025-09-05,completed,740.01
1153,877,2025-08-09,pending,3101.05
1154,791,2025-09-03,cancelled,4396.13
1155,942,2025-08-01,cancelled,390.18
1156,570,2025-07-02,cancelled,4702.900000000001
1157,159,2025-06-24,completed,2899.0800000000004
1158,472,2025-09-01,pending,1825.5800000000002
1159,142,2025-08-17,pending,107.7
1160,911,2025-07-21,cancelled,1084.9699999999998
1161,239,2025-08-05,pending,2181.5299999999997
1162,95,2025-07-29,cancelled,2389.5699999999997
1163,583,2025-07-16,completed,8872.810000000001
1164,741,2025-08-27,pending,2364.99
1165,178,2025-07-06,pending,4998.08
1166,720,2025-06-09,cancelled,3338.63
1167,610,2025-08-24,cancelled,3690.8599999999997
1168,39,2025-07-29,cancelled,2075.16
1169,391,2025-06-24,completed,5856.96
1170,944,2025-08-29,pending,4186.0199999999995
1171,901,2025-07-23,pending,3959.89
1172,953,2025-07-14,completed,4282.65
1173,766,2025-08-07,cancelled,2217.1699999999996
1174,951,2025-06-20,completed,2758.5
1175,797,2025-06-16,cancelled,382.42
1176,56,2025-07-19,pending,4967.4
1177,43,2025-06-30,pending,4305.83
1178,579,2025-06-28,completed,3400.59
1179,515,2025-07-26,cancelled,5103.36
1180,157,2025-08-08,completed,3175.3199999999997
1181,750,2025-06-11,pending,585.27
1182,771,2025-07-10,cancelled,3475.0199999999995
1183,517,2025-06-24,completed,2758.5
1184,443,2025-08-08,pending,1184.25
1185,152,2025-07-17,completed,2444.32
1186,85,2025-07-24,pending,1732.0
1187,764,2025-06-24,completed,1990.35
1188,409,2025-06-27,pending,3090.6000000000004
1189,409,2025-08-26,cancelled,6037.8099999999995
1190,793,2025-07-12,cancelled,2968.81
1191,781,2025-08-20,completed,3843.82
1192,573,2025-07-06,completed,5967.64
1193,405,2025-07-05,cancelled,1246.3
1194,201,2025-06-24,cancelled,2809.51
1195,754,2025-06-19,cancelled,1381.58
1196,249,2025-08-05,completed,1815.87
1197,796,2025-08-02,pending,1104.74
1198,702,2025-07-26,cancelled,581.57
1199,116,2025-08-25,cancelled,2475.4900000000002
1200,434,2025-07-15,pending,394.75
1201,196,2025-07-23,pending,487.94
1202,609,2025-07-23,cancelled,3819.5899999999997
1203,789,2025-09-02,pending,2442.19
1204,359,2025-08-15,cancelled,1169.6100000000001
1205,639,2025-07-11,completed,1692.35
1206,46,2025-07-11,completed,1787.4
1207,702,2025-08-11,pending,5490.3
1208,776,2025-08-17,cancelled,2693.32
1209,116,2025-08-26,cancelled,64.72
1210,249,2025-08-30,cancelled,4666.820000000001
1211,890,2025-08-18,pending,2080.06
1212,352,2025-09-04,cancelled,3938.35
1213,313,2025-08-22,pending,1680.5
1214,24,2025-07-07,pending,394.75
1215,758,2025-08-10,cancelled,2995.62
1216,209,2025-08-09,cancelled,4692.48
1217,769,2025-07-01,pending,4767.379999999999
1218,495,2025-06-27,cancelled,1030.66
1219,712,2025-08-18,cancelled,1935.91
1220,19,2025-06-12,pending,559.36
1221,928,2025-06-23,cancelled,6872.579999999999
1222,45,2025-06-30,pending,3680.15
1223,62,2025-08-15,pending,740.01
1224,809,2025-08-11,cancelled,6345.38
1225,278,2025-06-18,completed,2327.7599999999998
1226,671,2025-07-08,completed,153.0
1227,398,2025-08-28,cancelled,2307.48
1228,679,2025-08-02,cancelled,3982.5699999999997
1229,886,2025-07-21,completed,2285.2
1230,300,2025-09-03,cancelled,2170.9500000000003
1231,237,2025-07-18,pending,2455.5
1232,727,2025-07-02,completed,1288.14
1233,497,2025-07-27,cancelled,2334.88
1234,91,2025-06-29,completed,1756.35
1235,513,2025-08-11,pending,6348.14
1236,949,2025-06-26,cancelled,3546.13
1237,41,2025-09-03,completed,1795.1499999999999
1238,313,2025-06-30,pending,443.78
1239,403,2025-07-05,cancelled,4187.46
1240,19,2025-08-16,pending,1535.28
1241,361,2025-06-10,pending,1698.54
1242,310,2025-06-17,completed,2580.73
1243,283,2025-07-03,completed,573.63
1244,264,2025-06-17,pending,2063.7
1245,967,2025-09-02,cancelled,2939.93
1246,231,2025-08-01,completed,4526.25
1247,919,2025-07-24,pending,2251.71
1248,141,2025-06-13,completed,1996.53
1249,534,2025-07-19,cancelled,3794.2799999999997
1250,894,2025-06-19,cancelled,2976.4300000000003
1251,233,2025-06-10,pending,799.78
1252,587,2025-08-06,completed,1516.13
1253,994,2025-07-13,pending,3272.3100000000004
1254,338,2025-06-20,pending,5718.58
1255,135,2025-06-28,completed,1851.9499999999998
1256,142,2025-06-14,cancelled,4427.1900000000005
1257,701,2025-06-28,completed,1096.42
1258,317,2025-08-19,cancelled,2563.75
1259,932,2025-06-30,completed,3534.12
1260,931,2025-07-12,completed,3300.2299999999996
1261,956,2025-06-14,cancelled,5480.53
1262,326,2025-08-16,completed,1387.06
1263,546,2025-06-26,cancelled,541.3299999999999
1264,189,2025-08-21,pending,1689.04
1265,745,2025-08-18,completed,2895.55
1266,902,2025-07-27,pending,3633.75
1267,311,2025-07-15,pending,2987.08
1268,956,2025-06-16,cancelled,3807.3999999999996
1269,156,2025-08-01,completed,4495.3
1270,135,2025-08-23,completed,1661.3300000000002
1271,781,2025-09-02,cancelled,3971.7799999999997
1272,274,2025-06-19,cancelled,3243.23
1273,628,2025-06-25,completed,3332.13
1274,238,2025-06-21,completed,3883.26
1275,27,2025-06-10,pending,964.19
1276,705,2025-08-26,pending,532.44
1277,515,2025-08-19,cancelled,4057.2200000000003
1278,730,2025-07-07,cancelled,4105.650000000001
1279,189,2025-07-20,pending,1409.24
1280,486,2025-07-05,completed,2404.19
1281,198,2025-08-16,completed,5094.07
1282,419,2025-09-01,completed,2116.12
1283,974,2025-08-02,pending,2298.02
1284,761,2025-08-08,cancelled,5362.12
1285,776,2025-08-11,completed,2152.14
1286,182,2025-08-28,pending,3847.23
1287,502,2025-06-19,cancelled,3402.57
1288,888,2025-07-26,pending,1008.24
1289,438,2025-08-05,pending,704.8100000000001
1290,623,2025-08-31,cancelled,1221.52
1291,738,2025-07-19,pending,1262.29
1292,627,2025-07-17,cancelled,1096.42
1293,609,2025-06-24,cancelled,1371.2800000000002
1294,657,2025-06-30,cancelled,5001.58
1295,534,2025-09-01,completed,960.1500000000001
1296,468,2025-07-10,completed,3470.49
1297,532,2025-08-05,cancelled,2244.58
1298,753,2025-07-17,completed,2744.6400000000003
1299,397,2025-06-26,cancelled,2480.8
1300,986,2025-06-17,completed,1113.15
1301,299,2025-08-12,pending,1936.18
1302,906,2025-07-17,pending,877.3
1303,473,2025-07-31,completed,515.57
1304,302,2025-07-13,cancelled,1319.71
1305,707,2025-08-30,cancelled,479.76
1306,475,2025-08-18,cancelled,1403.34
1307,93,2025-07-10,cancelled,3319.0799999999995
1308,116,2025-07-03,completed,390.18
1309,961,2025-06-23,cancelled,3655.3599999999997
1310,139,2025-06-28,pending,2783.7
1311,332,2025-07-15,pending,569.22
1312,184,2025-09-02,pending,3033.8599999999997
1313,919,2025-06-22,cancelled,1690.5
1314,904,2025-08-11,pending,1961.82
1315,257,2025-08-25,pending,3543.46
1316,665,2025-06-09,cancelled,644.07
1317,736,2025-08-16,cancelled,4651.77
1318,94,2025-08-21,completed,3769.4600000000005
1319,650,2025-07-10,pending,5056.3
1320,537,2025-08-26,cancelled,5405.72
1321,745,2025-07-18,cancelled,1771.4499999999998
1322,973,2025-06-19,completed,5683.12
1323,564,2025-07-19,pending,2629.5
1324,787,2025-08-31,completed,1368.1999999999998
1325,580,2025-07-25,cancelled,1020.99
1326,167,2025-08-17,completed,344.67
1327,788,2025-08-14,cancelled,4971.59
1328,430,2025-08-30,pending,6742.0
1329,748,2025-07-28,pending,1189.65
1330,642,2025-07-31,completed,5798.28
1331,921,2025-08-21,completed,4046.01
1332,4,2025-08-11,cancelled,1187.3700000000001
1333,13,2025-08-04,pending,1128.78
1334,876,2025-07-04,pending,1616.84
1335,827,2025-06-28,completed,2903.2700000000004
1336,904,2025-06-20,pending,3928.41
1337,223,2025-08-06,cancelled,4073.17
1338,488,2025-06-13,pending,2998.43
1339,453,2025-07-15,completed,3112.6
1340,615,2025-06-21,completed,6877.259999999999
1341,904,2025-08-05,cancelled,1769.02
1342,635,2025-08-01,cancelled,5129.35
1343,840,2025-06-26,completed,680.4100000000001
1344,190,2025-08-30,completed,2602.9
1345,669,2025-08-29,pending,1192.56
1346,149,2025-09-01,completed,4514.370000000001
1347,592,2025-06-12,cancelled,904.05
1348,340,2025-07-29,completed,3763.14
1349,112,2025-08-30,pending,5051.34
1350,166,2025-08-14,cancelled,3527.14
1351,626,2025-07-31,cancelled,4892.7
1352,717,2025-06-09,cancelled,3923.37
1353,807,2025-06-24,cancelled,2309.0099999999998
1354,990,2025-08-14,pending,3726.7400000000007
1355,369,2025-06-23,completed,693.53
1356,787,2025-08-25,pending,693.53
1357,378,2025-07-26,pending,3003.8599999999997
1358,777,2025-08-28,pending,3305.4
1359,67,2025-06-27,pending,2895.08
1360,138,2025-07-07,completed,3730.86
1361,881,2025-06-09,pending,2181.1
1362,540,2025-07-25,pending,1363.13
1363,215,2025-06-30,cancelled,7070.01
1364,627,2025-08-10,completed,6034.01
1365,586,2025-08-23,cancelled,312.9
1366,542,2025-06-17,completed,696.5
1367,742,2025-07-06,cancelled,4086.46
1368,957,2025-06-20,cancelled,1409.24
1369,438,2025-07-31,cancelled,2312.5
1370,266,2025-07-27,cancelled,97.08
1371,639,2025-06-24,pending,5124.35
1372,630,2025-08-20,cancelled,3964.43
1373,533,2025-07-04,cancelled,5721.990000000001
1374,510,2025-06-17,pending,709.7
1375,905,2025-08-13,cancelled,3820.45
1376,726,2025-08-07,pending,1023.1
1377,2,2025-08-12,completed,2636.92
1378,477,2025-09-02,cancelled,2326.94
1379,756,2025-08-21,completed,1562.4900000000002
1380,425,2025-06-19,pending,520.83
1381,342,2025-08-31,pending,3570.4399999999996
1382,826,2025-06-26,cancelled,2451.09
1383,12,2025-08-09,cancelled,6720.84
1384,707,2025-08-11,pending,3545.42
1385,810,2025-08-04,completed,4916.639999999999
1386,308,2025-07-28,cancelled,1678.08
1387,332,2025-06-27,completed,3201.7799999999997
1388,703,2025-08-22,pending,511.55
1389,406,2025-07-24,cancelled,2426.8199999999997
1390,631,2025-06-25,completed,1454.42
1391,199,2025-08-14,pending,1469.28
1392,945,2025-07-24,cancelled,4814.75
1393,939,2025-07-06,pending,4565.540000000001
1394,662,2025-09-01,completed,3667.5699999999997
1395,160,2025-07-06,cancelled,3172.4600000000005
1396,914,2025-07-09,cancelled,3357.26
1397,474,2025-07-25,pending,2168.13
1398,856,2025-08-29,cancelled,8760.86
1399,579,2025-07-29,cancelled,3408.4
1400,324,2025-06-11,cancelled,3705.31
1401,20,2025-06-29,completed,1291.48
1402,702,2025-06-24,pending,3677.11
1403,68,2025-07-22,completed,5843.73
1404,861,2025-08-01,completed,3132.1200000000003
1405,385,2025-07-24,cancelled,4655.39
1406,863,2025-06-29,completed,960.1500000000001
1407,621,2025-06-24,pending,6751.31
1408,610,2025-08-13,completed,5730.789999999999
1409,723,2025-07-28,pending,427.46
1410,279,2025-09-01,pending,607.1200000000001
1411,509,2025-08-25,completed,4489.75
1412,463,2025-07-20,pending,1480.02
1413,538,2025-08-09,pending,2907.0
1414,115,2025-08-14,pending,3057.5800000000004
1415,797,2025-09-01,completed,1192.56
1416,455,2025-08-25,cancelled,2521.45
1417,819,2025-09-02,pending,5205.4800000000005
1418,158,2025-07-03,completed,960.1500000000001
1419,946,2025-07-24,pending,6311.24
1420,318,2025-06-30,pending,3685.34
1421,788,2025-08-18,completed,1651.75
1422,693,2025-07-01,completed,1381.58
1423,742,2025-08-10,completed,3136.96
1424,397,2025-07-09,cancelled,2430.2
1425,119,2025-07-01,completed,6504.96
1426,955,2025-07-28,completed,5715.709999999999
1427,869,2025-06-10,cancelled,708.9
1428,342,2025-08-25,pending,195.23
1429,106,2025-08-31,cancelled,2505.02
1430,764,2025-06-13,pending,2821.52
1431,592,2025-09-03,pending,3129.14
1432,914,2025-06-16,completed,3063.4300000000003
1433,206,2025-07-26,completed,1420.38
1434,284,2025-07-31,cancelled,2629.1200000000003
1435,792,2025-07-27,pending,3814.05
1436,121,2025-06-12,pending,564.25
1437,162,2025-08-17,pending,1804.24
1438,16,2025-08-22,cancelled,4991.91
1439,527,2025-06-26,completed,3976.28
1440,556,2025-08-10,pending,2928.3
1441,327,2025-06-27,pending,1231.1000000000001
1442,966,2025-08-18,cancelled,3534.37
1443,588,2025-07-31,completed,659.36
1444,73,2025-08-15,pending,1983.09
1445,914,2025-06-19,pending,4690.15
1446,455,2025-06-28,completed,7094.7
1447,30,2025-08-20,pending,3447.7100000000005
1448,52,2025-06-11,completed,2261.33
1449,56,2025-07-18,completed,2663.8199999999997
1450,402,2025-07-13,completed,4306.849999999999
1451,913,2025-06-21,cancelled,3370.5699999999997
1452,857,2025-06-17,cancelled,1656.0
1453,457,2025-06-08,cancelled,2686.07
1454,320,2025-07-22,pending,1248.72
1455,731,2025-08-11,cancelled,3519.1899999999996
1456,81,2025-06-29,pending,1922.6899999999998
1457,135,2025-06-25,completed,2120.1
1458,480,2025-06-08,completed,1290.47
1459,318,2025-07-09,cancelled,4169.09
1460,728,2025-06-15,pending,97.08
1461,238,2025-07-07,completed,2627.4300000000003
1462,882,2025-08-18,cancelled,2053.03
1463,935,2025-08-03,pending,2239.12
1464,188,2025-07-17,cancelled,3899.17
1465,339,2025-06-12,pending,4013.9300000000003
1466,500,2025-07-09,completed,2871.48
1467,487,2025-08-28,completed,6419.34
1468,491,2025-07-23,pending,4872.26
1469,290,2025-08-15,pending,4603.81
1470,589,2025-06-20,completed,3062.9700000000003
1471,106,2025-07-02,pending,2905.63
1472,334,2025-08-23,cancelled,7694.16
1473,73,2025-06-14,pending,2401.05
1474,473,2025-06-29,pending,2906.8
1475,424,2025-06-22,completed,887.0700000000002
1476,250,2025-06-18,cancelled,693.53
1477,998,2025-08-16,pending,585.27
1478,68,2025-07-18,pending,4906.7
1479,834,2025-08-10,cancelled,4608.24
1480,442,2025-06-22,pending,3446.73
1481,807,2025-06-25,pending,5759.509999999999
1482,711,2025-06-28,completed,3166.74
1483,679,2025-08-14,cancelled,5890.01
1484,758,2025-08-27,cancelled,4666.53
1485,857,2025-06-24,pending,2555.13
1486,607,2025-08-22,cancelled,4189.740000000001
1487,334,2025-07-08,cancelled,2624.15
1488,842,2025-08-24,pending,344.67
1489,316,2025-08-14,pending,906.13
1490,613,2025-08-28,completed,5314.85
1491,834,2025-06-10,cancelled,5320.360000000001
1492,336,2025-07-19,pending,3750.98
1493,677,2025-06-15,completed,4859.2
1494,223,2025-08-25,completed,3577.57
1495,925,2025-06-23,cancelled,5292.45
1496,776,2025-09-05,completed,1118.72
1497,153,2025-06-13,pending,3379.25
1498,299,2025-06-29,pending,4241.969999999999
1499,592,2025-06-19,pending,1714.45
1500,211,2025-08-11,cancelled,2580.7799999999997
1501,307,2025-07-27,cancelled,3540.7699999999995
1502,312,2025-06-11,pending,991.1400000000001
1503,92,2025-07-23,cancelled,4511.2
1504,627,2025-09-04,cancelled,2089.5
1505,868,2025-07-16,completed,5931.55
1506,64,2025-07-30,pending,2987.95
1507,992,2025-06-27,completed,3308.83
1508,721,2025-09-05,cancelled,936.02
1509,113,2025-07-22,pending,2221.06
1510,241,2025-09-02,pending,4717.5
1511,605,2025-06-08,pending,427.46
1512,326,2025-06-17,cancelled,4311.4400000000005
1513,416,2025-07-19,pending,4656.22
1514,559,2025-07-12,completed,1960.67
1515,178,2025-06-13,pending,4577.89
1516,193,2025-08-19,cancelled,1868.7400000000002
1517,864,2025-07-18,pending,975.88
1518,158,2025-07-14,pending,2030.04
1519,129,2025-06-12,completed,708.9
1520,74,2025-09-04,cancelled,1225.37
1521,148,2025-09-03,cancelled,1098.08
1522,674,2025-07-05,pending,1203.0700000000002
1523,87,2025-08-19,completed,804.9100000000001
1524,826,2025-06-15,pending,4280.03
1525,916,2025-07-09,cancelled,4867.25
1526,953,2025-06-20,pending,1051.35
1527,185,2025-06-18,pending,1058.75
1528,435,2025-07-02,cancelled,548.21
1529,394,2025-07-10,pending,6748.98
1530,191,2025-08-08,pending,2265.25
1531,8,2025-06-20,cancelled,7146.73
1532,868,2025-07-04,cancelled,5828.6
1533,730,2025-08-06,cancelled,1894.3899999999999
1534,421,2025-08-02,cancelled,789.5
1535,376,2025-06-24,completed,2410.16
1536,582,2025-09-01,pending,2354.2
1537,116,2025-07-20,cancelled,6024.879999999999
1538,985,2025-07-06,cancelled,3922.2799999999997
1539,146,2025-08-26,cancelled,1424.73
1540,880,2025-06-30,pending,779.74
1541,530,2025-07-08,completed,1686.37
1542,912,2025-07-01,cancelled,382.42
1543,252,2025-08-25,pending,1035.77
1544,760,2025-06-17,cancelled,1128.5
1545,80,2025-06-12,cancelled,3788.13
1546,553,2025-06-16,cancelled,1662.3600000000001
1547,628,2025-07-28,completed,1123.63
1548,548,2025-07-24,completed,967.14
1549,465,2025-07-07,cancelled,8505.9
1550,588,2025-07-07,cancelled,1789.95
1551,432,2025-07-25,pending,2655.7000000000003
1552,297,2025-07-30,completed,191.21
1553,712,2025-09-01,cancelled,4926.32
1554,745,2025-07-29,cancelled,596.5600000000001
1555,63,2025-08-03,cancelled,805.6200000000001
1556,593,2025-07-07,completed,1527.03
1557,53,2025-06-24,cancelled,1975.24
1558,829,2025-07-30,cancelled,5049.5199999999995
1559,28,2025-06-18,pending,1759.9099999999999
1560,85,2025-07-05,completed,2212.01
1561,79,2025-07-03,pending,4936.9400000000005
1562,136,2025-08-04,cancelled,3911.8999999999996
1563,282,2025-08-01,pending,2475.17
1564,760,2025-09-04,completed,3971.4
1565,179,2025-06-20,cancelled,4643.74
1566,675,2025-08-17,pending,887.4399999999999
1567,828,2025-07-20,completed,3939.17
1568,802,2025-08-03,cancelled,2203.75
1569,497,2025-08-06,completed,1163.14
1570,883,2025-06-30,completed,1283.6
1571,87,2025-07-24,completed,7293.26
1572,957,2025-06-21,completed,1685.58
1573,771,2025-07-04,pending,2057.07
1574,244,2025-07-18,cancelled,4568.75
1575,744,2025-07-11,cancelled,397.22
1576,216,2025-08-15,cancelled,4271.179999999999
1577,56,2025-07-23,cancelled,1059.76
1578,774,2025-08-03,completed,6577.419999999999
1579,172,2025-08-30,pending,696.5
1580,488,2025-07-16,pending,542.4000000000001
1581,765,2025-07-07,cancelled,5087.33
1582,389,2025-08-07,cancelled,2220.0299999999997
1583,486,2025-07-18,pending,1505.42
1584,544,2025-08-18,pending,1552.2
1585,296,2025-09-04,pending,7166.68
1586,695,2025-07-19,pending,5240.98
1587,700,2025-06-30,completed,2349.25
1588,940,2025-08-24,cancelled,2859.16
1589,363,2025-06-16,pending,944.72
1590,941,2025-06-19,cancelled,6764.33
1591,344,2025-08-02,pending,1463.82
1592,822,2025-08-02,completed,1634.9599999999998
1593,671,2025-08-04,cancelled,366.73
1594,473,2025-07-17,cancelled,2492.1099999999997
1595,752,2025-08-06,cancelled,1802.6899999999998
1596,789,2025-06-22,completed,1925.3999999999999
1597,346,2025-07-01,cancelled,723.31
1598,185,2025-06-09,pending,1406.67
1599,11,2025-06-27,cancelled,2886.21
1600,852,2025-09-04,completed,2196.34
1601,422,2025-09-04,completed,2300.2000000000003
1602,107,2025-06-30,cancelled,2535.9900000000002
1603,360,2025-07-10,completed,1191.66
1604,258,2025-07-31,completed,2348.79
1605,25,2025-09-01,cancelled,1524.4
1606,59,2025-08-25,cancelled,4635.82
1607,916,2025-06-13,completed,97.08
1608,654,2025-06-21,completed,2143.21
1609,89,2025-08-21,cancelled,1765.2
1610,385,2025-08-20,cancelled,3972.6
1611,580,2025-06-15,completed,3940.47
1612,713,2025-08-22,completed,4351.88
1613,302,2025-08-04,pending,3782.08
1614,959,2025-06-13,completed,2912.99
1615,465,2025-06-16,pending,3824.4999999999995
1616,709,2025-07-13,cancelled,1454.7300000000002
1617,264,2025-07-26,completed,3749.13
1618,284,2025-08-27,completed,2207.35
1619,398,2025-07-19,pending,1382.37
1620,265,2025-08-29,pending,1799.6000000000001
1621,452,2025-08-14,completed,4389.799999999999
1622,951,2025-07-05,completed,1755.52
1623,403,2025-06-19,completed,5956.63
1624,504,2025-06-15,completed,2801.48
1625,554,2025-08-18,pending,3328.3300000000004
1626,629,2025-08-09,cancelled,953.94
1627,935,2025-08-23,pending,1434.1799999999998
1628,106,2025-08-03,completed,2869.8400000000006
1629,73,2025-08-27,cancelled,2041.1100000000001
1630,796,2025-08-04,pending,2138.48
1631,919,2025-09-03,pending,5052.96
1632,669,2025-08-17,cancelled,1285.66
1633,956,2025-09-05,completed,3052.35
1634,400,2025-06-12,pending,5222.28
1635,717,2025-08-17,pending,2985.76
1636,589,2025-07-17,completed,6133.9400000000005
1637,725,2025-07-02,pending,3742.4099999999994
1638,447,2025-07-06,pending,1341.99
1639,554,2025-08-28,completed,265.74
1640,394,2025-09-05,cancelled,870.5699999999999
1641,125,2025-07-06,cancelled,4246.25
1642,958,2025-06-29,pending,3261.6099999999997
1643,699,2025-07-25,pending,487.94
1644,57,2025-07-16,cancelled,964.19
1645,93,2025-06-15,pending,779.74
1646,874,2025-06-29,pending,2215.51
1647,862,2025-08-26,pending,1904.6400000000003
1648,664,2025-07-30,completed,3073.48
1649,568,2025-08-14,completed,2348.79
1650,677,2025-07-18,completed,1118.72
1651,713,2025-07-29,pending,2033.48
1652,646,2025-08-23,cancelled,3488.13
1653,499,2025-07-22,completed,2226.0600000000004
1654,449,2025-06-17,cancelled,3563.5499999999997
1655,144,2025-08-12,completed,3117.25
1656,26,2025-08-12,cancelled,1958.8700000000001
1657,245,2025-06-22,pending,6816.15
1658,65,2025-07-18,cancelled,4442.94
1659,316,2025-06-15,pending,2767.31
1660,989,2025-06-29,pending,3581.8199999999997
1661,38,2025-09-03,pending,1631.73
1662,346,2025-08-29,cancelled,4884.22
1663,416,2025-08-31,completed,1431.29
1664,827,2025-08-09,cancelled,1788.84
1665,536,2025-06-12,pending,2220.0299999999997
1666,892,2025-06-11,cancelled,3207.02
1667,759,2025-08-17,cancelled,4976.35
1668,948,2025-08-07,completed,1577.6999999999998
1669,754,2025-09-01,completed,4104.1900000000005
1670,670,2025-07-05,completed,427.46
1671,929,2025-07-07,cancelled,1763.1100000000001
1672,249,2025-08-31,cancelled,124.91
1673,134,2025-06-14,completed,3269.9
1674,648,2025-08-14,completed,3856.76
1675,841,2025-07-28,completed,1965.8999999999999
1676,626,2025-07-09,completed,1023.1
1677,66,2025-06-22,completed,1595.84
1678,510,2025-08-22,cancelled,5142.82
1679,226,2025-06-19,completed,4402.4
1680,437,2025-08-11,pending,3582.29
1681,412,2025-06-11,pending,2978.86
1682,1000,2025-08-21,cancelled,2756.3399999999997
1683,559,2025-06-24,completed,1041.66
1684,857,2025-07-26,completed,2202.59
1685,608,2025-08-31,completed,1546.71
1686,65,2025-07-25,completed,390.18
1687,145,2025-08-01,pending,3963.9
1688,714,2025-08-15,pending,4146.76
1689,169,2025-06-27,pending,846.3000000000001
1690,948,2025-08-05,cancelled,3373.68
1691,137,2025-08-31,completed,2851.82
1692,628,2025-06-17,pending,799.78
1693,17,2025-08-16,pending,3138.18
1694,7,2025-08-26,completed,3923.6400000000003
1695,949,2025-08-14,completed,2091.13
1696,608,2025-06-14,pending,2975.94
1697,711,2025-07-14,pending,963.73
1698,130,2025-06-09,completed,4004.4200000000005
1699,656,2025-08-18,pending,1931.67
1700,462,2025-07-01,pending,2694.3599999999997
1701,961,2025-08-06,completed,2822.0699999999997
1702,709,2025-06-19,completed,2347.1000000000004
1703,185,2025-06-21,cancelled,947.48
1704,627,2025-07-04,completed,2079.71
1705,847,2025-06-17,pending,2914.9100000000003
1706,429,2025-07-23,completed,4448.860000000001
1707,242,2025-06-26,completed,2821.0
1708,543,2025-08-21,completed,3053.8999999999996
1709,371,2025-06-18,cancelled,1243.56
1710,225,2025-07-03,pending,3665.1400000000003
1711,676,2025-06-17,completed,3936.1800000000003
1712,55,2025-08-01,completed,3950.18
1713,816,2025-08-22,completed,5452.8099999999995
1714,865,2025-06-10,pending,1577.6999999999998
1715,181,2025-07-04,completed,3012.0699999999997
1716,945,2025-06-12,completed,493.37
1717,661,2025-08-30,pending,415.04
1718,215,2025-07-31,pending,727.6700000000001
1719,343,2025-08-04,cancelled,282.1
1720,45,2025-07-09,completed,3506.33
1721,948,2025-08-30,cancelled,4993.74
1722,162,2025-08-14,completed,64.72
1723,528,2025-07-05,completed,5956.37
1724,917,2025-08-27,completed,374.73
1725,607,2025-07-11,cancelled,2774.12
1726,430,2025-07-26,completed,2141.2
1727,920,2025-06-11,pending,2597.85
1728,798,2025-08-07,completed,390.18
1729,234,2025-07-26,completed,124.91
1730,756,2025-08-06,pending,3963.11
1731,385,2025-08-11,completed,946.95
1732,483,2025-08-27,cancelled,3107.5899999999997
1733,56,2025-07-05,pending,1421.44
1734,222,2025-08-18,cancelled,3502.5299999999997
1735,183,2025-07-09,pending,1787.05
1736,140,2025-07-20,pending,3327.7200000000003
1737,648,2025-08-12,pending,6680.0
1738,208,2025-08-02,pending,3662.8300000000004
1739,33,2025-08-20,cancelled,3757.3900000000003
1740,62,2025-06-25,pending,2172.17
1741,114,2025-08-19,pending,2767.0200000000004
1742,429,2025-07-09,completed,3253.73
1743,226,2025-07-24,pending,5283.36
1744,161,2025-06-20,cancelled,5546.05
1745,928,2025-06-19,completed,189.24
1746,994,2025-06-24,cancelled,191.21
1747,89,2025-08-07,pending,5673.23
1748,501,2025-07-01,completed,5227.210000000001
1749,485,2025-06-22,pending,1325.6799999999998
1750,15,2025-08-01,cancelled,1563.35
1751,754,2025-07-13,completed,704.62
1752,336,2025-08-05,pending,1534.91
1753,228,2025-06-23,cancelled,2821.25
1754,936,2025-08-17,cancelled,709.7
1755,428,2025-09-05,completed,3646.24
1756,482,2025-08-31,cancelled,1846.24
1757,35,2025-07-03,pending,1304.73
1758,404,2025-06-30,pending,4373.93
1759,842,2025-06-08,completed,1012.6300000000001
1760,508,2025-07-10,completed,5694.219999999999
1761,572,2025-08-26,completed,3600.6
1762,750,2025-06-09,pending,4749.570000000001
1763,136,2025-08-09,pending,974.97
1764,245,2025-07-30,cancelled,6552.119999999999
1765,17,2025-08-25,pending,964.19
1766,313,2025-06-12,completed,1064.88
1767,879,2025-07-09,cancelled,2018.7600000000002
1768,25,2025-06-23,pending,4200.6
1769,791,2025-07-08,completed,4211.889999999999
1770,190,2025-07-16,pending,195.09
1771,476,2025-06-17,cancelled,1534.65
1772,2,2025-06-16,cancelled,5411.360000000001
1773,395,2025-08-27,cancelled,1737.1
1774,544,2025-07-25,completed,2151.6
1775,437,2025-07-30,pending,76.5
1776,969,2025-06-08,cancelled,3460.78
1777,590,2025-06-28,completed,3893.2799999999993
1778,83,2025-06-10,cancelled,5691.77
1779,754,2025-07-25,completed,1596.6200000000001
1780,969,2025-07-02,cancelled,4160.07
1781,910,2025-07-21,completed,7926.599999999999
1782,393,2025-08-22,pending,1716.94
1783,634,2025-07-08,completed,5772.1
1784,376,2025-07-21,completed,4459.82
1785,573,2025-06-15,cancelled,4619.82
1786,575,2025-08-28,cancelled,3188.2
1787,142,2025-08-10,pending,4948.51
1788,553,2025-08-06,completed,3133.85
